"","X","date","date_cleaned","year","month","day","day_of_week","match_start_time","match_start_time_cleaned","match_start_hour","match_start_minute","home_team","away_team","stadium","attendance","home_team_league_rank","home_goals","away_team_league_rank","away_goals","home_possessions","away_possessions","home_shots","away_shots","home_on","away_on","home_off","away_off","home_blocked","away_blocked","home_pass","away_pass","home_chances","away_chances","home_corners","away_corners","home_offside","away_offside","home_tackles","away_tackles","home_duels","away_duels","home_saves","away_saves","home_fouls","away_fouls","home_yellow","away_yellow","home_red","away_red","links"
"581",581,"28th December 2021","2021-12-28",2021,12,28,"Tue","8:00pm","0-01-01 20:00:00",20,0,"leicester-city","liverpool","The King Power Stadium",32230,18,1,5,0,36.6,63.4,6,21,1,4,2,12,3,5,73.2,81.6,1,2,1,12,3,1,52.9,66.7,54.1,45.9,4,0,8,11,0,1,0,0,"https://www.skysports.com/football/leicester-city-vs-liverpool/stats/446484"
"582",582,"28th December 2021","2021-12-28",2021,12,28,"Tue","3:00pm","0-01-01 15:00:00",15,0,"southampton","tottenham-hotspur","St. Mary's Stadium",31304,20,1,8,1,34.6,65.4,9,21,2,11,3,5,4,5,69.3,84.3,0,3,3,7,3,3,26.7,77.8,51.2,48.8,10,1,15,5,2,2,1,0,"https://www.skysports.com/football/southampton-vs-tottenham-hotspur/stats/446486"
"583",583,"28th December 2021","2021-12-28",2021,12,28,"Tue","3:00pm","0-01-01 15:00:00",15,0,"watford","west-ham-united","Vicarage Road",20073,21,1,14,4,43,57,14,13,5,6,5,3,4,4,66.1,74.7,2,4,4,5,0,1,75,60,56.8,43.2,2,4,12,12,0,1,0,0,"https://www.skysports.com/football/watford-vs-west-ham-united/stats/446487"
"584",584,"28th December 2021","2021-12-28",2021,12,28,"Tue","3:00pm","0-01-01 15:00:00",15,0,"crystal-palace","norwich-city","Selhurst Park",24433,11,3,22,0,50.9,49.1,19,12,6,3,6,2,7,7,78.3,79.3,0,0,8,8,1,3,61.5,50,58.8,41.2,2,3,9,13,1,2,0,0,"https://www.skysports.com/football/crystal-palace-vs-norwich-city/stats/446481"
"585",585,"27th December 2021","2021-12-27",2021,12,27,"Mon","8:00pm","0-01-01 20:00:00",20,0,"newcastle-united","manchester-united","St James' Park, Newcastle",52178,4,1,3,1,31.4,68.6,13,13,8,4,3,3,2,6,64.5,80.4,1,3,2,3,2,3,55.6,58.8,36,64,2,7,11,8,3,3,0,0,"https://www.skysports.com/football/newcastle-united-vs-manchester-united/stats/446473"
"586",586,"26th December 2021","2021-12-26",2021,12,26,"Sun","8:00pm","0-01-01 20:00:00",20,0,"brighton-and-hove-albion","brentford","Amex Stadium",30141,6,2,9,0,50.4,49.6,15,16,5,6,7,6,3,4,80.3,77.3,1,1,6,9,2,3,53.8,56.3,57.1,42.9,5,3,8,10,1,3,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-brentford/stats/446469"
"587",587,"26th December 2021","2021-12-26",2021,12,26,"Sun","5:30pm","0-01-01 17:30:00",17,30,"aston-villa","chelsea","Villa Park",41907,7,1,12,3,42.1,57.9,8,10,1,4,2,3,5,3,85.7,88.8,0,2,2,5,2,2,52.9,58.8,46.7,53.3,1,1,8,11,3,1,0,0,"https://www.skysports.com/football/aston-villa-vs-chelsea/stats/446468"
"588",588,"26th December 2021","2021-12-26",2021,12,26,"Sun","3:00pm","0-01-01 15:00:00",15,0,"west-ham-united","southampton","London Stadium",41027,14,2,20,3,55.8,44.2,11,11,5,6,3,2,3,3,80.3,76.7,2,0,10,2,2,1,76.9,52.6,47.5,52.5,3,2,10,9,2,3,0,0,"https://www.skysports.com/football/west-ham-united-vs-southampton/stats/446476"
"589",589,"26th December 2021","2021-12-26",2021,12,26,"Sun","3:00pm","0-01-01 15:00:00",15,0,"tottenham-hotspur","crystal-palace","Tottenham Hotspur Stadium",40539,8,3,11,0,59.7,40.3,17,4,6,0,6,2,5,2,91,82.8,4,0,4,2,1,0,65.2,55.6,62.5,37.5,0,3,16,9,1,1,0,1,"https://www.skysports.com/football/tottenham-hotspur-vs-crystal-palace/stats/446475"
"590",590,"26th December 2021","2021-12-26",2021,12,26,"Sun","3:00pm","0-01-01 15:00:00",15,0,"norwich-city","arsenal","Carrow Road",26940,22,0,2,5,35.2,64.8,4,16,2,6,1,4,1,6,72.6,84.3,0,1,3,5,3,2,47.1,84.6,30.3,69.7,1,2,13,7,1,2,0,0,"https://www.skysports.com/football/norwich-city-vs-arsenal/stats/446474"
"591",591,"26th December 2021","2021-12-26",2021,12,26,"Sun","3:00pm","0-01-01 15:00:00",15,0,"manchester-city","leicester-city","Etihad Stadium",53226,1,6,18,3,71.8,28.2,17,14,9,8,3,5,5,1,94.2,86.6,2,4,14,4,2,1,42.9,66.7,40,60,5,2,11,9,1,2,0,0,"https://www.skysports.com/football/manchester-city-vs-leicester-city/stats/446472"
"592",592,"19th December 2021","2021-12-19",2021,12,19,"Sun","4:30pm","0-01-01 16:30:00",16,30,"tottenham-hotspur","liverpool","Tottenham Hotspur Stadium",45421,8,2,5,2,43.7,56.3,10,18,5,6,3,6,2,6,76.3,81.5,4,1,6,4,3,1,73.3,52,59.3,40.7,4,3,12,11,4,4,0,1,"https://www.skysports.com/football/tottenham-hotspur-vs-liverpool/stats/446464"
"593",593,"19th December 2021","2021-12-19",2021,12,19,"Sun","2:00pm","0-01-01 14:00:00",14,0,"wolverhampton-wanderers","chelsea","Molineux",30631,13,0,12,0,36.9,63.1,4,8,1,1,1,1,2,6,77.8,87.8,1,1,4,9,2,4,47.1,56.3,44,56,1,1,9,7,0,2,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-chelsea/stats/446467"
"594",594,"19th December 2021","2021-12-19",2021,12,19,"Sun","2:00pm","0-01-01 14:00:00",14,0,"newcastle-united","manchester-city","St James' Park, Newcastle",52127,4,0,1,4,28.1,71.9,5,18,1,7,4,8,0,3,81.1,91.1,0,5,3,6,4,2,53.8,47.6,60,40,3,1,9,6,1,2,0,0,"https://www.skysports.com/football/newcastle-united-vs-manchester-city/stats/446462"
"595",595,"18th December 2021","2021-12-18",2021,12,18,"Sat","5:30pm","0-01-01 17:30:00",17,30,"leeds-united","arsenal","Elland Road",36166,19,1,2,4,50.9,49.1,9,21,2,12,6,3,1,6,77,77.8,1,5,1,4,0,1,28.6,53.8,35.3,64.7,8,1,11,7,3,1,0,0,"https://www.skysports.com/football/leeds-united-vs-arsenal/stats/446460"
"596",596,"16th December 2021","2021-12-16",2021,12,16,"Thu","8:00pm","0-01-01 20:00:00",20,0,"liverpool","newcastle-united","Anfield",52951,5,3,4,1,74.2,25.8,23,5,8,3,9,2,6,0,85.1,60.1,2,0,11,0,2,1,75,83.3,64,36,2,6,9,4,1,3,0,0,"https://www.skysports.com/football/liverpool-vs-newcastle-united/stats/446456"
"597",597,"16th December 2021","2021-12-16",2021,12,16,"Thu","7:45pm","0-01-01 19:45:00",19,45,"chelsea","everton","Stamford Bridge",39933,12,1,17,1,80.1,19.9,23,5,10,3,10,1,3,1,89.8,55.7,5,1,7,1,0,2,72.7,42.1,56.3,43.8,2,9,11,11,2,3,0,0,"https://www.skysports.com/football/chelsea-vs-everton/stats/446455"
"598",598,"15th December 2021","2021-12-15",2021,12,15,"Wed","8:00pm","0-01-01 20:00:00",20,0,"arsenal","west-ham-united","Emirates Stadium",59777,2,2,14,0,56.2,43.8,21,7,8,1,5,3,8,3,83.8,81.1,1,0,5,2,0,0,59.1,77.8,47.4,52.6,1,6,9,9,2,0,0,1,"https://www.skysports.com/football/arsenal-vs-west-ham-united/stats/446448"
"599",599,"15th December 2021","2021-12-15",2021,12,15,"Wed","7:30pm","0-01-01 19:30:00",19,30,"crystal-palace","southampton","Selhurst Park",22861,11,2,20,2,59.7,40.3,9,15,6,4,2,7,1,4,74.3,64.5,2,0,4,6,1,3,50,83.3,52.2,47.8,2,4,16,20,2,4,0,0,"https://www.skysports.com/football/crystal-palace-vs-southampton/stats/446452"
"600",600,"15th December 2021","2021-12-15",2021,12,15,"Wed","7:30pm","0-01-01 19:30:00",19,30,"brighton-and-hove-albion","wolverhampton-wanderers","Amex Stadium",30362,6,0,13,1,59.3,40.7,12,8,2,5,7,2,3,1,84.2,77.5,2,2,7,4,1,1,50,52.9,45,55,4,2,11,15,2,0,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-wolverhampton-wanderers/stats/446450"
"601",601,"14th December 2021","2021-12-14",2021,12,14,"Tue","8:00pm","0-01-01 20:00:00",20,0,"manchester-city","leeds-united","Etihad Stadium",52401,1,7,19,0,64.2,35.8,31,6,15,3,9,2,7,1,91.6,80.8,3,0,6,2,1,0,41.7,53.3,66.7,33.3,3,8,5,9,1,1,0,0,"https://www.skysports.com/football/manchester-city-vs-leeds-united/stats/446457"
"602",602,"14th December 2021","2021-12-14",2021,12,14,"Tue","7:45pm","0-01-01 19:45:00",19,45,"norwich-city","aston-villa","Carrow Road",26836,22,0,7,2,50.2,49.8,7,17,3,6,1,3,3,8,82.7,83,0,1,7,10,0,0,60.9,47.1,53.8,46.2,4,3,12,9,3,1,0,0,"https://www.skysports.com/football/norwich-city-vs-aston-villa/stats/446454"
"603",603,"12th December 2021","2021-12-12",2021,12,12,"Sun","4:30pm","0-01-01 16:30:00",16,30,"crystal-palace","everton","Selhurst Park",24066,11,3,17,1,61.2,38.8,17,12,6,6,5,1,6,5,83.4,70.3,1,1,8,2,1,0,80,64,65.9,34.1,5,3,15,14,0,2,0,0,"https://www.skysports.com/football/crystal-palace-vs-everton/stats/446443"
"604",604,"12th December 2021","2021-12-12",2021,12,12,"Sun","2:00pm","0-01-01 14:00:00",14,0,"leicester-city","newcastle-united","The King Power Stadium",31959,18,4,4,0,47.3,52.7,8,12,5,3,2,3,1,6,79.3,79.8,2,0,4,6,0,1,65,61.5,46.7,53.3,3,1,9,16,2,3,0,0,"https://www.skysports.com/football/leicester-city-vs-newcastle-united/stats/446444"
"605",605,"12th December 2021","2021-12-12",2021,12,12,"Sun","2:00pm","0-01-01 14:00:00",14,0,"burnley","west-ham-united","Turf Moor",18065,23,0,14,0,40.1,59.9,9,16,1,3,5,8,3,5,64.2,74.3,0,0,6,14,1,1,47.4,60,45.3,54.7,3,1,13,11,2,1,0,0,"https://www.skysports.com/football/burnley-vs-west-ham-united/stats/446441"
"606",606,"11th December 2021","2021-12-11",2021,12,11,"Sat","5:30pm","0-01-01 17:30:00",17,30,"norwich-city","manchester-united","Carrow Road",27066,22,0,3,1,47.2,52.8,11,13,5,5,1,4,5,4,77.5,81.6,0,1,8,6,0,1,55.6,47.6,41.7,58.3,4,5,6,17,1,1,0,0,"https://www.skysports.com/football/norwich-city-vs-manchester-united/stats/446447"
"607",607,"11th December 2021","2021-12-11",2021,12,11,"Sat","3:00pm","0-01-01 15:00:00",15,0,"liverpool","aston-villa","Anfield",53093,5,1,7,0,62.3,37.7,20,4,5,0,8,2,7,2,82,70.8,1,0,11,3,2,1,47.1,42.9,75,25,0,4,13,6,1,2,0,0,"https://www.skysports.com/football/liverpool-vs-aston-villa/stats/446445"
"608",608,"11th December 2021","2021-12-11",2021,12,11,"Sat","3:00pm","0-01-01 15:00:00",15,0,"chelsea","leeds-united","Stamford Bridge",39959,12,3,19,2,57.8,42.2,16,12,6,5,5,1,5,6,83.9,73.4,2,1,5,2,1,4,72.2,47.8,66.7,33.3,3,3,9,15,2,5,0,0,"https://www.skysports.com/football/chelsea-vs-leeds-united/stats/446442"
"609",609,"11th December 2021","2021-12-11",2021,12,11,"Sat","3:00pm","0-01-01 15:00:00",15,0,"arsenal","southampton","Emirates Stadium",59653,2,3,20,0,61.3,38.7,15,11,5,6,7,2,3,3,79.9,74.1,3,0,9,8,3,1,50,33.3,48.8,51.2,6,2,5,9,2,0,0,0,"https://www.skysports.com/football/arsenal-vs-southampton/stats/446438"
"610",610,"11th December 2021","2021-12-11",2021,12,11,"Sat","12:30pm","0-01-01 12:30:00",12,30,"manchester-city","wolverhampton-wanderers","Etihad Stadium",52613,1,1,13,0,71,29,24,2,10,1,8,1,6,0,91,74.5,2,0,14,1,1,0,72.7,64.3,50,50,1,8,12,5,3,2,0,1,"https://www.skysports.com/football/manchester-city-vs-wolverhampton-wanderers/stats/446446"
"611",611,"10th December 2021","2021-12-10",2021,12,10,"Fri","8:00pm","0-01-01 20:00:00",20,0,"brentford","watford","Gtech Community Stadium",16861,9,2,21,1,63.4,36.6,14,6,5,2,4,3,5,1,74.2,58,1,1,8,2,1,0,60,52.9,41,59,1,3,12,18,4,0,0,0,"https://www.skysports.com/football/brentford-vs-watford/stats/446439"
"612",612,"6th December 2021","2021-12-06",2021,12,6,"Mon","8:00pm","0-01-01 20:00:00",20,0,"everton","arsenal","Goodison Park",38906,17,2,2,1,36.1,63.9,11,10,5,3,3,4,3,3,69.3,82.7,1,1,3,3,5,1,53.8,21.1,53.3,46.7,2,3,8,12,2,2,0,0,"https://www.skysports.com/football/everton-vs-arsenal/stats/446429"
"613",613,"5th December 2021","2021-12-05",2021,12,5,"Sun","4:30pm","0-01-01 16:30:00",16,30,"aston-villa","leicester-city","Villa Park",41572,7,2,18,1,41.1,58.9,13,12,4,5,4,5,5,2,75.5,80.9,4,1,3,6,1,0,61.9,43.8,41.7,58.3,3,2,8,25,1,1,0,0,"https://www.skysports.com/football/aston-villa-vs-leicester-city/stats/446428"
"614",614,"5th December 2021","2021-12-05",2021,12,5,"Sun","2:00pm","0-01-01 14:00:00",14,0,"tottenham-hotspur","norwich-city","Tottenham Hotspur Stadium",57088,8,3,22,0,40.8,59.2,17,10,7,1,8,6,2,3,85.8,88.3,0,1,6,4,2,4,70,66.7,50,50,1,4,11,4,1,2,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-norwich-city/stats/446434"
"615",615,"5th December 2021","2021-12-05",2021,12,5,"Sun","2:00pm","0-01-01 14:00:00",14,0,"manchester-united","crystal-palace","Old Trafford",73172,3,1,11,0,61.3,38.7,16,8,3,2,7,3,6,3,82.3,71.3,0,2,9,6,3,0,45.8,65.2,44.7,55.3,2,2,16,9,2,2,0,0,"https://www.skysports.com/football/manchester-united-vs-crystal-palace/stats/446431"
"616",616,"5th December 2021","2021-12-05",2021,12,5,"Sun","2:00pm","0-01-01 14:00:00",14,0,"leeds-united","brentford","Elland Road",35639,19,2,9,2,63.1,36.9,13,9,6,3,4,2,3,4,79.8,68.2,2,2,5,1,7,0,61.1,38.9,48.6,51.4,1,4,11,9,5,3,0,0,"https://www.skysports.com/football/leeds-united-vs-brentford/stats/446430"
"617",617,"4th December 2021","2021-12-04",2021,12,4,"Sat","5:30pm","0-01-01 17:30:00",17,30,"watford","manchester-city","Vicarage Road",20673,21,1,1,3,22.9,77.1,11,26,4,13,6,8,1,5,65.7,91.8,0,5,5,11,0,1,40,53.3,47.8,52.2,9,3,11,7,3,0,0,0,"https://www.skysports.com/football/watford-vs-manchester-city/stats/446435"
"618",618,"4th December 2021","2021-12-04",2021,12,4,"Sat","3:00pm","0-01-01 15:00:00",15,0,"wolverhampton-wanderers","liverpool","Molineux",30729,13,0,5,1,32.9,67.1,3,17,1,5,2,8,0,4,70,84.9,0,1,2,8,7,1,47.6,53.3,26.7,73.3,3,1,4,7,2,2,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-liverpool/stats/446437"
"619",619,"4th December 2021","2021-12-04",2021,12,4,"Sat","3:00pm","0-01-01 15:00:00",15,0,"newcastle-united","burnley","St James' Park, Newcastle",51948,4,1,23,0,47.8,52.2,19,10,4,1,4,5,11,4,66.5,71.3,1,0,10,3,0,1,69.2,53.3,46.6,53.4,1,3,11,9,1,1,0,0,"https://www.skysports.com/football/newcastle-united-vs-burnley/stats/446432"
"620",620,"4th December 2021","2021-12-04",2021,12,4,"Sat","3:00pm","0-01-01 15:00:00",15,0,"southampton","brighton-and-hove-albion","St. Mary's Stadium",28706,20,1,6,1,44.4,55.6,14,14,4,4,6,4,4,6,65.3,69.5,2,2,6,2,0,0,75,52.4,52.8,47.2,3,3,15,12,4,2,0,0,"https://www.skysports.com/football/southampton-vs-brighton-and-hove-albion/stats/446433"
"621",621,"4th December 2021","2021-12-04",2021,12,4,"Sat","12:30pm","0-01-01 12:30:00",12,30,"west-ham-united","chelsea","London Stadium",59942,14,3,12,2,36.2,63.8,11,19,5,7,6,4,0,8,74.6,86.2,1,1,1,9,3,1,53.8,83.3,54.8,45.2,5,1,10,10,1,3,0,0,"https://www.skysports.com/football/west-ham-united-vs-chelsea/stats/446436"
"622",622,"2nd December 2021","2021-12-02",2021,12,2,"Thu","8:15pm","0-01-01 20:15:00",20,15,"manchester-united","arsenal","Old Trafford",73123,3,3,2,2,44.5,55.5,14,17,10,8,3,5,1,4,82.1,83.7,2,1,3,8,0,1,72.2,60,57.9,42.1,5,7,9,10,1,0,0,0,"https://www.skysports.com/football/manchester-united-vs-arsenal/stats/446421"
"623",623,"2nd December 2021","2021-12-02",2021,12,2,"Thu","7:30pm","0-01-01 19:30:00",19,30,"tottenham-hotspur","brentford","Tottenham Hotspur Stadium",54202,8,2,9,0,47,53,11,6,6,2,3,3,2,1,76.1,79.8,3,0,11,5,0,0,75,50,56.8,43.2,2,5,13,11,0,0,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-brentford/stats/446427"
"624",624,"1st December 2021","2021-12-01",2021,12,1,"Wed","8:15pm","0-01-01 20:15:00",20,15,"everton","liverpool","Goodison Park",39641,17,1,5,4,31.3,68.7,8,16,2,7,2,5,4,4,62.5,81.6,1,5,3,11,3,1,66.7,73.3,40.5,59.5,3,1,8,16,4,3,0,0,"https://www.skysports.com/football/everton-vs-liverpool/stats/446419"
"625",625,"1st December 2021","2021-12-01",2021,12,1,"Wed","8:15pm","0-01-01 20:15:00",20,15,"aston-villa","manchester-city","Villa Park",41400,7,1,1,2,36,64,9,17,3,7,3,5,3,5,80.8,89.5,1,1,4,11,1,0,56,81.8,56,44,5,2,8,12,0,0,0,0,"https://www.skysports.com/football/aston-villa-vs-manchester-city/stats/446418"
"626",626,"1st December 2021","2021-12-01",2021,12,1,"Wed","7:30pm","0-01-01 19:30:00",19,30,"southampton","leicester-city","St. Mary's Stadium",26951,20,2,18,2,44.5,55.5,15,15,7,6,4,6,4,3,68.5,74.5,2,1,2,4,1,2,66.7,72.7,39.7,60.3,4,5,14,11,1,3,0,0,"https://www.skysports.com/football/southampton-vs-leicester-city/stats/446426"
"627",627,"1st December 2021","2021-12-01",2021,12,1,"Wed","7:30pm","0-01-01 19:30:00",19,30,"wolverhampton-wanderers","burnley","Molineux",30328,13,0,23,0,65.2,34.8,16,6,2,1,9,3,5,2,79.8,66,0,0,5,5,1,3,50,52.6,51.9,48.1,1,2,5,7,2,3,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-burnley/stats/446424"
"628",628,"1st December 2021","2021-12-01",2021,12,1,"Wed","7:30pm","0-01-01 19:30:00",19,30,"west-ham-united","brighton-and-hove-albion","London Stadium",59626,14,1,6,1,34.3,65.7,14,9,6,3,6,4,2,2,72.7,85.6,2,2,9,5,1,0,53.8,63.2,40.7,59.3,2,4,10,8,1,1,0,0,"https://www.skysports.com/football/west-ham-united-vs-brighton-and-hove-albion/stats/446423"
"629",629,"1st December 2021","2021-12-01",2021,12,1,"Wed","7:30pm","0-01-01 19:30:00",19,30,"watford","chelsea","Vicarage Road",20388,21,1,12,2,49.8,50.2,14,8,6,4,4,3,4,1,69.2,72,1,1,6,0,3,5,60,50,46,54,2,6,18,16,4,3,0,0,"https://www.skysports.com/football/watford-vs-chelsea/stats/446422"
"630",630,"30th November 2021","2021-11-30",2021,11,30,"Tue","8:15pm","0-01-01 20:15:00",20,15,"leeds-united","crystal-palace","Elland Road",35558,19,1,11,0,61.9,38.1,15,9,3,1,3,4,9,4,79.7,69.6,1,1,7,4,2,0,39.1,42.9,57.1,42.9,1,2,15,15,5,3,0,0,"https://www.skysports.com/football/leeds-united-vs-crystal-palace/stats/446420"
"631",631,"30th November 2021","2021-11-30",2021,11,30,"Tue","7:30pm","0-01-01 19:30:00",19,30,"newcastle-united","norwich-city","St James' Park, Newcastle",50757,4,1,22,1,31.4,68.6,9,16,1,6,6,5,2,5,69.1,87,0,1,2,5,0,3,75,58.8,31.8,68.2,5,0,8,11,0,0,1,0,"https://www.skysports.com/football/newcastle-united-vs-norwich-city/stats/446425"
"632",632,"28th November 2021","2021-11-28",2021,11,28,"Sun","4:30pm","0-01-01 16:30:00",16,30,"chelsea","manchester-united","Stamford Bridge",40041,12,1,3,1,65.7,34.3,24,3,6,2,10,1,8,0,86.2,74.2,0,0,15,2,2,1,68.8,71.4,50,50,1,5,13,14,2,5,0,0,"https://www.skysports.com/football/chelsea-vs-manchester-united/stats/446412"
"633",633,"28th November 2021","2021-11-28",2021,11,28,"Sun","2:00pm","0-01-01 14:00:00",14,0,"manchester-city","west-ham-united","Etihad Stadium",53245,1,2,14,1,68.5,31.5,19,5,9,3,6,1,4,1,90.4,78.8,2,0,8,4,4,4,53.3,81.3,45.8,54.2,2,6,7,6,2,0,0,0,"https://www.skysports.com/football/manchester-city-vs-west-ham-united/stats/446416"
"634",634,"28th November 2021","2021-11-28",2021,11,28,"Sun","2:00pm","0-01-01 14:00:00",14,0,"leicester-city","watford","The King Power Stadium",32020,18,4,21,2,56.7,43.3,18,17,8,5,4,8,6,4,69.5,61.1,3,2,8,6,5,2,63.6,64.3,56.6,43.4,3,4,5,20,0,0,0,0,"https://www.skysports.com/football/leicester-city-vs-watford/stats/446414"
"635",635,"28th November 2021","2021-11-28",2021,11,28,"Sun","2:00pm","0-01-01 14:00:00",14,0,"brentford","everton","Gtech Community Stadium",16957,9,1,17,0,39.7,60.3,6,14,4,5,2,4,0,5,68,83,0,1,3,3,0,3,57.9,73.7,32.4,67.6,5,3,8,11,4,3,0,0,"https://www.skysports.com/football/brentford-vs-everton/stats/446409"
"636",636,"27th November 2021","2021-11-27",2021,11,27,"Sat","5:30pm","0-01-01 17:30:00",17,30,"brighton-and-hove-albion","leeds-united","Amex Stadium",31166,6,0,19,0,56.5,43.5,20,11,4,4,14,5,2,2,78,70.2,2,1,6,1,2,1,72.7,50,54.8,45.2,4,4,12,14,1,3,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-leeds-united/stats/446410"
"637",637,"27th November 2021","2021-11-27",2021,11,27,"Sat","3:00pm","0-01-01 15:00:00",15,0,"norwich-city","wolverhampton-wanderers","Carrow Road",26911,22,0,13,0,43.1,56.9,14,5,4,2,7,3,3,0,84,85.7,2,0,4,3,1,0,73.9,33.3,42.1,57.9,2,4,11,10,2,2,0,0,"https://www.skysports.com/football/norwich-city-vs-wolverhampton-wanderers/stats/446417"
"638",638,"27th November 2021","2021-11-27",2021,11,27,"Sat","3:00pm","0-01-01 15:00:00",15,0,"liverpool","southampton","Anfield",53040,5,4,20,0,64.5,35.5,20,7,6,3,9,1,5,3,80.3,68.3,3,1,5,7,2,2,76.9,37.5,41.2,58.8,3,2,7,14,0,1,0,0,"https://www.skysports.com/football/liverpool-vs-southampton/stats/446415"
"639",639,"27th November 2021","2021-11-27",2021,11,27,"Sat","3:00pm","0-01-01 15:00:00",15,0,"crystal-palace","aston-villa","Selhurst Park",25203,11,1,7,2,63.3,36.7,8,10,3,3,4,5,1,2,86.8,79.4,1,0,7,3,1,0,75,75,52,48,1,2,12,10,3,3,0,0,"https://www.skysports.com/football/crystal-palace-vs-aston-villa/stats/446413"
"640",640,"27th November 2021","2021-11-27",2021,11,27,"Sat","12:30pm","0-01-01 12:30:00",12,30,"arsenal","newcastle-united","Emirates Stadium",59886,2,2,4,0,65.6,34.4,24,9,6,5,12,2,6,2,87.2,79.9,4,0,4,4,0,3,57.1,69.2,70.6,29.4,5,4,6,12,1,3,0,0,"https://www.skysports.com/football/arsenal-vs-newcastle-united/stats/446408"
"641",641,"21st November 2021","2021-11-21",2021,11,21,"Sun","4:30pm","0-01-01 16:30:00",16,30,"tottenham-hotspur","leeds-united","Tottenham Hotspur Stadium",58989,8,2,19,1,43.2,56.8,13,18,4,7,3,7,6,4,80.1,82.5,3,1,4,8,4,1,66.7,65,63.6,36.4,6,2,11,12,1,4,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-leeds-united/stats/446405"
"642",642,"21st November 2021","2021-11-21",2021,11,21,"Sun","2:00pm","0-01-01 14:00:00",14,0,"manchester-city","everton","Etihad Stadium",52571,1,3,17,0,73.3,22.7,17,4,7,1,6,0,4,3,93.7,69.6,4,0,7,1,0,2,46.7,38.9,75,25,1,4,5,7,1,1,0,0,"https://www.skysports.com/football/manchester-city-vs-everton/stats/446402"
"643",643,"20th November 2021","2021-11-20",2021,11,20,"Sat","5:30pm","0-01-01 17:30:00",17,30,"liverpool","arsenal","Anfield",53092,5,4,2,0,62.5,37.5,19,5,9,3,3,0,7,2,88.4,81,4,0,6,1,2,8,57.1,33.3,50,50,3,5,15,12,2,0,0,0,"https://www.skysports.com/football/liverpool-vs-arsenal/stats/446401"
"644",644,"20th November 2021","2021-11-20",2021,11,20,"Sat","3:00pm","0-01-01 15:00:00",15,0,"wolverhampton-wanderers","west-ham-united","Molineux",30667,13,1,14,0,52.4,47.6,15,8,5,3,7,3,3,2,85.3,86.3,2,0,7,3,0,1,76.5,58.3,50,50,3,4,6,9,1,1,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-west-ham-united/stats/446407"
"645",645,"20th November 2021","2021-11-20",2021,11,20,"Sat","3:00pm","0-01-01 15:00:00",15,0,"watford","manchester-united","Vicarage Road",21087,21,4,3,1,38.7,61.3,20,9,7,3,6,5,7,1,66.9,79.9,2,3,9,3,1,4,59.1,61.5,42.9,57.1,2,3,7,5,2,1,0,1,"https://www.skysports.com/football/watford-vs-manchester-united/stats/446406"
"646",646,"20th November 2021","2021-11-20",2021,11,20,"Sat","3:00pm","0-01-01 15:00:00",15,0,"norwich-city","southampton","Carrow Road",26885,22,2,20,1,37,63,8,17,4,5,2,4,2,8,67.6,82.9,0,0,5,7,0,1,50,80,48.9,51.1,4,2,8,9,3,2,0,0,"https://www.skysports.com/football/norwich-city-vs-southampton/stats/446404"
"647",647,"20th November 2021","2021-11-20",2021,11,20,"Sat","3:00pm","0-01-01 15:00:00",15,0,"newcastle-united","brentford","St James' Park, Newcastle",52131,4,3,9,3,52.2,47.8,23,10,9,4,9,4,5,2,72.3,67.5,3,1,8,2,0,2,46.2,61.9,63.4,36.6,1,6,13,11,2,2,0,0,"https://www.skysports.com/football/newcastle-united-vs-brentford/stats/446403"
"648",648,"20th November 2021","2021-11-20",2021,11,20,"Sat","3:00pm","0-01-01 15:00:00",15,0,NA,"crystal-palace","Turf Moor",18221,23,3,11,3,39.5,60.5,15,18,9,8,4,6,2,4,68.5,80.3,1,2,3,6,1,0,73.3,33.3,66,34,5,6,14,15,2,3,0,0,"https://sport.sky.de/fussball/burnley-vs-crystal-palace/daten/446399"
"649",649,"20th November 2021","2021-11-20",2021,11,20,"Sat","3:00pm","0-01-01 15:00:00",15,0,"aston-villa","brighton-and-hove-albion","Villa Park",41925,7,2,6,0,37,63,9,6,5,2,1,0,3,4,82.4,89.3,1,1,5,7,1,0,62.5,68.8,36,64,2,3,7,13,3,3,0,0,"https://www.skysports.com/football/aston-villa-vs-brighton-and-hove-albion/stats/446398"
"650",650,"20th November 2021","2021-11-20",2021,11,20,"Sat","12:30pm","0-01-01 12:30:00",12,30,"leicester-city","chelsea","The King Power Stadium",32192,18,0,12,3,38.3,61.7,4,16,3,7,1,7,0,2,73.3,85,1,5,3,5,3,4,45,86.7,38.1,61.9,4,3,15,8,3,1,0,0,"https://www.skysports.com/football/leicester-city-vs-chelsea/stats/446400"
